name,address,city,state,zip,phone,has_website,website_url,google_rating,review_count,trade,status,notes,last_contacted
"Total Scape","316 6th Ave E, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 673-7535","NO","","4","1","landscaper","NEW","",""
"Oldcastle Lawn & Garden Midwest","2245 275th St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","","YES","http://www.oldcastleapg.com/","3.1","8","landscaper","NEW","",""
"Stam Garden Center and Nursery","2421 IA-92, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 672-1437","YES","http://stamgardencenter.com/","4.9","74","landscaper","NEW","",""
"J.K. Services","1812 S 2nd St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","","NO","","5","1","landscaper","NEW","",""
"Dirtworx Unlimited LLC","1590 220th St, Leighton, IA 50143, USA","Leighton","IA","50143","(641) 660-6528","YES","https://dirtworxunlimitedllc.com/","5","5","landscaper","NEW","",""
"Breman and sons Tree service","314 Hope St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 670-0494","YES","https://www.bremanandsonstreeservice.com/","5","35","landscaper","NEW","",""
"G-71 Sand & Gravel","1899 310th St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(641) 672-1700","YES","https://www.norrisasphalt.com/location/g71-sand/","4.3","4","landscaper","NEW","",""
"Autumn Acres","2421 IA-92, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","","YES","http://stamgardencenter.com/","4.5","32","landscaper","NEW","",""
"Creative Landscaping","706 N Grant St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(641) 828-7622","NO","","3.7","3","landscaper","NEW","",""
"Outdoor Design Solutions","25701 US-6, Adel, IA 50003, USA","Adel","IA","50003","(515) 344-8447","YES","https://www.odslandscapes.com/","4.6","9","landscaper","NEW","",""
"Mintons Lawn Care & More LLC.","208 Willow St, De Soto, IA 50069, USA","De Soto","IA","50069","(515) 333-3392","NO","","5","14","landscaper","NEW","",""
"Red Fern Landscape Design","20971 350th St, Adel, IA 50003, USA","Adel","IA","50003","","YES","http://www.redfernlandscape.com/","5","5","landscaper","NEW","",""
"Legendary Lawn & Landscape, LLC","22423 Maple Ridge, Adel, IA 50003, USA","Adel","IA","50003","(515) 493-6062","NO","","5","9","landscaper","NEW","",""
"Stroud Dirt Works, LLC","34455 L Ct, Adel, IA 50003, USA","Adel","IA","50003","(515) 219-0029","YES","https://strouddirtwork.com/","5","11","landscaper","NEW","",""
"DR Lawn Service LLC","3223 IA-25, Casey, IA 50048, USA","Casey","IA","50048","(641) 757-0139","YES","http://ydbk.co/137346","5","2","landscaper","NEW","",""
"Midwest Services LLC","515 S John Wayne Dr, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 516-4359","YES","https://www.midwestservicesllc.com/","4.9","28","landscaper","NEW","",""
"Wells Tree & Landscaping Solutions LLC","824 7th St, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 444-9558","YES","http://www.wellstlsolutions.com/","5","3","landscaper","NEW","",""
"Veterans handyman and lawn care services","833 C Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 520-3328","NO","","3.4","5","landscaper","NEW","",""
"Beirman Outdoor Services","101 8th Ave, Slater, IA 50244, USA","Slater","IA","50244","(515) 720-8314","YES","https://beirmanoutdoorservices.com/","N/A","0","landscaper","NEW","",""
"Landscapes by Design, Inc.","100 Snyder Dr, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 685-2508","YES","https://www.lbdiowa.com/","3.9","11","landscaper","NEW","",""
"Mow Time","614 Prairie View Dr, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 419-4903","NO","","N/A","0","landscaper","NEW","",""
"Landscape Architect","306 Northpark Blvd, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 460-3339","YES","https://www.envisioncab.com/contact","N/A","0","landscaper","NEW","",""
"Iowa Irrigation & Development","103 N 5th Ave Suite E, Huxley, IA 50124, USA","Huxley","IA","50124","(515) 200-2655","YES","https://www.iowairrigation.com/","4.9","53","landscaper","NEW","",""
"5 Sons, Landscape & Design","222 E South St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 493-1060","YES","http://www.fivesonsnaturescapes.com/","4.9","39","landscaper","NEW","",""
"Genesis Lawn Care LLC","1962 Pammel Park Rd, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 739-0209","YES","https://genesislawncareia.com/","5","1","landscaper","NEW","",""
"Earthly Possibilities","2665 Warren Ln, St Charles, IA 50240, USA","Saint Charles","IA","50240","(515) 577-6903","YES","http://earthlypossibilities.com/","4.8","52","landscaper","NEW","",""
"Knutson Tree Service","619 N 10th St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 971-6114","NO","","4.3","6","landscaper","NEW","",""
"CD's Lawn Care","28767 360th St, Booneville, IA 50038, USA","Booneville","IA","50038","(515) 468-5034","YES","https://www.cdslawncare.com/","4.3","42","landscaper","NEW","",""
"Johnston Lawn","1221 E Buchanan St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 462-4510","NO","","N/A","0","landscaper","NEW","",""
"Tapper Turf & Land","609 Davis St, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 971-9368","YES","https://www.tapperturf.com/","5","6","landscaper","NEW","",""
"Sutter Lawns","NW 126th Ave, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 329-3154","YES","http://sutterlawns.com/","4.9","87","landscaper","NEW","",""
"EXTERIORWORX, LLC","2017 Winding Creek Cir, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 321-0901","YES","https://www.exteriorworxia.com/","5","22","landscaper","NEW","",""
"Total Quality Inc","717 E Northside Dr, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 984-6605","YES","http://www.totalqualityinc.com/","3.9","10","landscaper","NEW","",""
"Green Tree Care & Habitat Restoration","613 Stippich St, Polk City, IA 50226, USA","Polk City","IA","50226","(515) 402-8390","YES","http://www.greentreecarellc.com/","5","28","landscaper","NEW","",""
"Snyder Landscaping & Lawn Care","102 Center Ave S, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 957-8140","YES","https://snyderlawncare.com/","2.6","5","landscaper","NEW","",""
"Finishing Touch Lawn & Garden","11851 NE 44th Ave, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 314-9496","NO","","N/A","0","landscaper","NEW","",""
"Prairie Winds Lawn & Landscaping, LLC","1660 1st Ave, Marion, IA 52302, USA","Marion","IA","52302","(319) 373-3366","YES","http://prairiewindslawnlandscaping.com/","4.8","5","landscaper","NEW","",""
"Sanders Creek Company","3018 Prairie Du Chien Rd NE, Iowa City, IA 52240, USA","Iowa City","IA","52240","(319) 354-9717","YES","https://www.sanderscreekcompany.com/","4.9","111","landscaper","NEW","",""
"PrairieScapes Landscaping","170 Greenfield Dr, Tiffin, IA 52340, USA","Tiffin","IA","52340","(319) 382-2490","YES","http://www.prairiescapepros.com/","4.4","29","landscaper","NEW","",""
"Sustainable Landscape Solutions","17 E Benton St, Iowa City, IA 52240, USA","Iowa City","IA","52240","(319) 359-0200","YES","http://www.sustainablelandscapesolutions.org/","4.9","64","landscaper","NEW","",""
"North Central Turf & Landscaping","601 3rd St, Webster City, IA 50595, USA","Webster City","IA","50595","(515) 832-1107","YES","http://www.northcentralturf.com/","5","6","landscaper","NEW","",""
"Iowa City Landscaping & Garden Center","520 Hwy 1 W, Iowa City, IA 52246, USA","Iowa City","IA","52246","(319) 337-8351","YES","https://www.iowacitylandscaping.com/","4.5","72","landscaper","NEW","",""
"Budget Pro Painting & Remodeling LLC","5729 Holcomb Ave, Des Moines, IA 50310, USA","Des Moines","IA","50310","(515) 505-6429","YES","https://budgetpropainter.com/","4.9","198","painter","NEW","",""
"Harmony Painting","3013 Lawnview Dr, Des Moines, IA 50310, USA","Des Moines","IA","50310","(515) 210-7663","YES","http://harmonypainting.net/","4.9","149","painter","NEW","",""
"Peterson Painting","2110 63rd St, Windsor Heights, IA 50324, USA","Windsor Heights","IA","50324","(515) 274-1883","YES","https://petersonpainting.net/?utm_medium=organic&utm_source=gbp&utm_campaign=general&utm_content=local","5","378","painter","NEW","",""
"Zoab Painting","309 Court Ave suite 841, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 414-8441","YES","https://zoabpainting.com/","4.9","76","painter","NEW","",""
"Midwest Paint, LLC.","5741 NE 22nd St Suite 204, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 705-2705","YES","https://teammidwestpaint.com/","5","98","painter","NEW","",""
"JC Toland Painting","395 NW 43rd Pl, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 288-2402","YES","https://www.jctoland.com/","4.3","77","painter","NEW","",""
"CertaPro Painters of Des Moines","2771 104th St Suite G, Urbandale, IA 50322, USA","Urbandale","IA","50322","(800) 689-7271","YES","https://certapro.com/desmoines/?utm_source=google&utm_medium=organic&utm_campaign=gbp_landing","4.8","479","painter","NEW","",""
"Painting By Jen","1410 SE Cortina Dr Suite 105, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 789-3103","YES","https://www.paintingbyjen.com/","4.9","201","painter","NEW","",""
"Five Star Painting of Ankeny and West Des Moines","122 S Ankeny Blvd, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 599-3428","YES","https://www.fivestarpainting.com/ankeny/?cid=LSTL_FSP-US000189&utm_source=gmb&utm_campaign=local&utm_medium=organic","4.9","112","painter","NEW","",""
"Pierpont Painting of Des Moines","14410 Oakbrook Dr, Urbandale, IA 50323, USA","Urbandale","IA","50323","(515) 321-7270","YES","http://pierpontpaintingdsm.com/","4.9","59","painter","NEW","",""
"Ekman Painting LLC","2540 104th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 971-3334","YES","https://www.tonyekmanpainting.com/","4.9","96","painter","NEW","",""
"Citywide Painting","225 SE Booth Ave, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 414-9858","YES","http://www.citywidepaintingdsm.com/","5","37","painter","NEW","",""
"FCS Painting","118 SE 4th St Suite 101, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 808-8268","YES","https://fcspaintingia.com/","4.9","17","painter","NEW","",""
"Golden Touch Painters","3775 EP True Pkwy, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 664-4277","YES","https://goldentouchpainters.com/","4.6","56","painter","NEW","",""
"Jim Ferguson Painting, LLC","616 8th St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 400-6245","YES","http://jimfergusonpaintingllc.com/","4.9","45","painter","NEW","",""
"Nicks Painting Plus LLC.","1673 NE 70th Ave Suite 105, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 330-6878","YES","https://nickspaintingplus.com/","4.9","52","painter","NEW","",""
"Perfection Painting LLC","500 N Valley Dr UNIT 702, Des Moines, IA 50312, USA","Des Moines","IA","50312","(515) 771-8718","NO","","4.7","13","painter","NEW","",""
"Clemen Painting Services","15210 Wilden Dr, Urbandale, IA 50323, USA","Urbandale","IA","50323","(515) 822-6044","YES","https://www.clemenpaintingservices.com/","5","52","painter","NEW","",""
"clark painting + design","1204 33rd St, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 240-9020","NO","","4.7","23","painter","NEW","",""
"Mission Painting","304 NE Mission Ct, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 635-1177","YES","https://mission-painting.com/","5","16","painter","NEW","",""
"Woodcare Professionals Deck and Fence Staining","317 NW Driftwood Dr, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 446-9069","YES","http://woodcareprofessionals.com/","5","66","painter","NEW","",""
"Hochmuth Contractors LLC","1776 NW 70th Ave, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 689-6497","NO","","5","4","painter","NEW","",""
"The Neighborly Handyman","1011 N Ankeny Blvd #13, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 491-5081","YES","http://theneighborlyhandyman.com/","5","96","painter","NEW","",""
"L&S Professional Painting Services","810 SE Chaparal Dr, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 250-1069","NO","","5","5","painter","NEW","",""
"FIVE STAR PAINTING","SE 3rd St, Ankeny, IA 50021, USA","Ankeny","IA","50021","","YES","https://www.fivestarpainting.com/ankeny/","N/A","0","painter","NEW","",""
"Integrity Painting & Finishing, LLC","3429 NW 82nd Pl, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 240-8468","NO","","5","1","painter","NEW","",""
"The Painters Ames Painting Company","725 E Lincoln Wy, Ames, IA 50010, USA","Ames","IA","50010","(515) 290-0421","YES","https://thepaintersames.com/services","5","40","painter","NEW","",""
"Zook's Look, Inc.","615 S Dayton Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 450-4882","YES","https://zookslookinc.com/?utm_source=GoogleBusinessProfile&utm_medium=Click","5","69","painter","NEW","",""
"Winkler & Sons Inc","1507 Florida Ave, Ames, IA 50014, USA","Ames","IA","50014","(515) 292-4146","YES","http://winklerpaint.com/","4.7","19","painter","NEW","",""
"Cutting Edge Painting LLC","1527 W K Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 290-9998","YES","https://www.cuttingedge-painting.net/","4.7","55","painter","NEW","",""
"College Works Painting","2700 Lincoln Way, Ames, IA 50014, USA","Ames","IA","50014","(888) 450-9675","YES","https://collegeworks.com/iowa/","4.9","50","painter","NEW","",""
"Great Plains Painting","1710 W K Ave Suite 5, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 605-0123","YES","https://www.paintingtheplains.com/","4.7","7","painter","NEW","",""
"Le's Painting","1257 Orchard Dr, Ames, IA 50010, USA","Ames","IA","50010","(515) 268-0465","NO","","5","1","painter","NEW","",""
"Reveal Painting","1201 Airport Rd Suite 102, Ames, IA 50010, USA","Ames","IA","50010","(515) 509-3996","YES","http://revealpaintingiowa.com/?utm_source=gmb&utm_medium=referral","5","9","painter","NEW","",""
"Traditions Home Painting LLC","701 Ridgewood Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 231-3648","NO","","N/A","0","painter","NEW","",""
"Winkyi Painting and Remodeling, LLC","4124 73rd St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 809-7938","NO","","5","10","painter","NEW","",""
"Budget Pro Painting & Remodeling LLC","14516 Goldenrod Dr, Urbandale, IA 50323, USA","Urbandale","IA","50323","(515) 505-6429","YES","https://budgetpropainter.com/contact/","5","1","painter","NEW","",""
"CR Painting","3051 104th St A, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 418-8910","YES","http://www.crpaintingdsm.com/","4","4","painter","NEW","",""
"I Am Happy Painting","3932 82nd St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 210-2435","NO","","5","2","painter","NEW","",""
"Jarnagin Painting, Inc.","6395 NW Beaver Dr, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 276-8532","YES","http://www.jarnaginpainting.com/","4.2","5","painter","NEW","",""
"D and S Painting and Drywall","8801 Highland Oaks Dr, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 865-1295","NO","","4.9","13","painter","NEW","",""
"Genuine Painting","810 Interstate Pkwy Unit 101, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 528-4015","YES","https://genuinepaintinginc.com/","5","1","painter","NEW","",""
"Pristine Painters of Iowa","610 3rd St, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 480-5529","YES","http://www.pristinepaintersofiowa.com/","5","6","painter","NEW","",""
"Ayala Brothers Painting & Drywall LLC","25089 H Ave, Adel, IA 50003, USA","Adel","IA","50003","(515) 360-2026","NO","","5","2","painter","NEW","",""
"ProFinish llc","28915 R Ave, Adel, IA 50003, USA","Adel","IA","50003","(515) 681-4672","YES","https://www.facebook.com/ProFinish.painting","5","6","painter","NEW","",""
"The Fix-It Man","1405 SE Florence Dr, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 978-7022","YES","http://dsmfixit.com/","4.7","18","painter","NEW","",""
"AB Painting LLC","3498 NW 168th St, Clive, IA 50325, USA","Clive","IA","50325","(515) 943-9664","YES","https://abanoubpainting.com/","5","2","painter","NEW","",""
"Kirchoff Paint & Stain","2150 NE 18th St UNIT 7, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 720-4967","NO","","3.6","8","painter","NEW","",""
"L C Painting Inc","102 35th St SW, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 537-7220","NO","","5","7","painter","NEW","",""
"Colorview Paint & Contracting","904 8th St SW, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 423-5848","NO","","5","1","painter","NEW","",""
"PRIME HOME SERVICES","302 4th St SW, Altoona, IA 50009, USA","Altoona","IA","50009","(515) 916-8039","NO","","5","5","painter","NEW","",""
"Anderson Painting","3841 Cambridge St, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 288-5077","YES","https://www.andersonpropaint.com/","4.3","6","painter","NEW","",""
"Hannah's Home Interior","3401 Henry St SW, Bondurant, IA 50035, USA","Bondurant","IA","50035","(712) 291-6889","YES","https://www.facebook.com/p/Hannahs-Home-Interiors-61576148153985/","5","4","painter","NEW","",""
"Allure Painting","503 E 3rd St, Woodward, IA 50276, USA","Woodward","IA","50276","(515) 738-0002","YES","https://www.allurepaintingia.com/","4.9","38","painter","NEW","",""
"Christian Painters","404 Ryan Cir NE, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 771-2765","YES","http://www.christianpaintersiowa.com/","5","1","painter","NEW","",""
"Drew Adams Painting and Handyman Service","10961 Hawthorn Dr #7040, Clive, IA 50325, USA","Clive","IA","50325","(515) 868-6303","YES","https://www.facebook.com/PaintinginIowa/","5","1","painter","NEW","",""
"Dawt Painting LLC","Franklin Ave, Clive, IA 50325, USA","Clive","IA","50325","(319) 529-8804","NO","","3","2","painter","NEW","",""
"Crooks Painting LLC","Indianola, IA 50125, USA","Indianola","IA","50125","(515) 447-9384","YES","https://sites.google.com/view/crookspainting","5","40","painter","NEW","",""
"GLS Painting","23257 120th Ave, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 441-1048","YES","http://www.glspainting.com/","5","39","painter","NEW","",""
"Craig Cooke Painting","1100 N Buxton St, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 961-8757","NO","","4","4","painter","NEW","",""
"Fresh Start Refinishing","1305 N 6th St, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 612-8543","YES","http://freshstartrefinishing.com/","4.9","34","painter","NEW","",""
"Level Up Handyman","304 W 18th Pl, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 601-4728","YES","https://www.leveluphandymania.com/","5","2","painter","NEW","",""
"MB Construction Services","404 South 21st Street Suite 320, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 333-1290","YES","http://mbconstructionia.com/","5","1","painter","NEW","",""
"Indianola Handyman LLC","110 E Ashland Ave, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 303-5012","YES","https://www.indianolahandyman.com/","N/A","0","painter","NEW","",""
"HnS Remodel","7004 Fillmore St Suite 1, Indianola, IA 50125, USA","Indianola","IA","50125","(515) 422-6172","YES","http://www.hnsremodel.com/","5","11","painter","NEW","",""
"Mike Holle Painting","594 Pinehurst Dr, Norwalk, IA 50211, USA","Norwalk","IA","50211","(515) 208-1060","YES","https://www.facebook.com/mikehollepainting/?timeline_context_item_type=intro_card_work&timeline_context_item_source=100004202776371&pnref=lhc","5","1","painter","NEW","",""
"United Trades of Iowa, LLC","Norwalk, IA 50211, USA","Norwalk","IA","50211","(515) 601-2253","YES","http://www.unitedtradesiowa.com/","5","8","painter","NEW","",""
"Remodeling Norwalk LLC","4632 Hyperion Dr, Norwalk, IA 50211, USA","Norwalk","IA","50211","(515) 344-0002","YES","https://www.instagram.com/remodelingnorwalk","5","5","painter","NEW","",""
"Good Guy Painting LLC","2311 E 38th Ct, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 419-6265","NO","","5","2","painter","NEW","",""
"Alpha Pro Painting","4206 Boyd St, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 729-0942","YES","https://www.alpha-painting.net/","N/A","0","painter","NEW","",""
"Elite IntEx Solutions","614 Corning Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 509-1130","YES","http://www.eintexs.com/","5","34","painter","NEW","",""
"Lake Painting","403 E High St, New Sharon, IA 50207, USA","New Sharon","IA","50207","(641) 637-8015","YES","https://www.lakepaintingiowa.com/","5","13","painter","NEW","",""
"Valle Painting and Drywall LLC","1701 W 3rd St, Perry, IA 50220, USA","Perry","IA","50220","(515) 330-6694","NO","","3","2","painter","NEW","",""
"Rebel Renovations LLC","1508 Otley Ave, Perry, IA 50220, USA","Perry","IA","50220","(641) 224-2357","NO","","5","7","painter","NEW","",""
"Rybo’s Construction & Handyman Services","1418 S 15th Ave W, Newton, IA 50208, USA","Newton","IA","50208","(641) 840-9189","YES","https://rybospainting.wixsite.com/rybospainting","1","1","painter","NEW","",""
"Rick Hernandez Painting Co","1504 W Main St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 753-9011","NO","","5","4","painter","NEW","",""
"Downs Painting & Decorating","1213 E Madison St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 752-2106","NO","","5","1","painter","NEW","",""
"Pro Finish Painting","707 N 3rd Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 751-3568","NO","","5","2","painter","NEW","",""
"Mr. G's Painting","406 N 17th St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 691-1192","NO","","4.8","5","painter","NEW","",""
"Hargrave Construction LLC","34 S 1st Ave, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 485-4449","YES","https://hargraveconstructionllc.com/","5","1","painter","NEW","",""
"J Christensen Painting & Home Repair","1563 Audubon Dr, Waterloo, IA 50701, USA","Waterloo","IA","50701","(319) 610-0582","YES","http://www.jcpaintingandhome.com/","5","55","painter","NEW","",""
"Staging 2 Sell It","3110 S 6th St, Marshalltown, IA 50158, USA","Marshalltown","IA","50158","(641) 750-7797","YES","http://www.staging2sellit.com/","5","45","painter","NEW","",""
"G10 Painting Services","11722 Rutledge Road, 17206 15th street, Ottumwa, IA 52501, USA","Ottumwa","IA","52501","(641) 680-6839","YES","https://www.g10paintingservices.com/","5","38","painter","NEW","",""
"R & D Painting","1021 10th St, Boone, IA 50036, USA","Boone","IA","50036","(515) 432-1343","NO","","N/A","0","painter","NEW","",""
"JD Painting","Boone, IA 50036, USA","Boone","IA","50036","(515) 460-1350","YES","http://www.facebook.com/jdpainting515","4.2","5","painter","NEW","",""
"Mike Bexten Construction","1400 120th St, Boone, IA 50036, USA","Boone","IA","50036","(712) 790-2604","YES","https://www.mikebextenconstruction.com/schedule-appointment/","5","3","painter","NEW","",""
"Spain Painting Inc.","202 Main St, Pella, IA 50219, USA","Pella","IA","50219","(641) 780-8434","YES","http://www.spain-painting.com/","5","6","painter","NEW","",""
"Veenstra Painting","306 Independence St, Pella, IA 50219, USA","Pella","IA","50219","(641) 230-0388","NO","","N/A","0","painter","NEW","",""
"Renova Painting","1152 Kent Ave, New Sharon, IA 50207, USA","New Sharon","IA","50207","(641) 295-0875","NO","","5","4","painter","NEW","",""
"Wilson Painting","916 6th Ave E, Albia, IA 52531, USA","Albia","IA","52531","(641) 799-9801","NO","","5","1","painter","NEW","",""
"Pella Home Team","Pella, IA 50219, USA","Pella","IA","50219","(641) 230-3728","YES","http://www.pellahometeam.com/","4.8","45","painter","NEW","",""
"Luxury Painting & Drywall Llc","604 N 3rd St, Oskaloosa, IA 52577, USA","Oskaloosa","IA","52577","(515) 250-0702","NO","","N/A","0","painter","NEW","",""
"Graham Painting","1010 N Roche St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(515) 208-4732","NO","","5","1","painter","NEW","",""
"Andy's Remodeling & Handyman Service LLC","909 E Washington St, Knoxville, IA 50138, USA","Knoxville","IA","50138","(515) 865-5970","NO","","5","2","painter","NEW","",""
"ProFinish,llc","28915 R Ave, Adel, IA 50003, USA","Adel","IA","50003","(515) 681-4672","YES","https://www.facebook.com/ProFinish.painting","N/A","0","painter","NEW","",""
"Matt Wiseman Painting","424 N 1st Ave, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 669-1899","NO","","N/A","0","painter","NEW","",""
"Top-Notch Renovations LLC","415 E Washington St, Winterset, IA 50273, USA","Winterset","IA","50273","(515) 865-7877","NO","","N/A","0","painter","NEW","",""
"BRIGHT LIGHT CONSTRUCTION SOLUTION LLC","405 3rd St NE, Mitchellville, IA 50169, USA","Mitchellville","IA","50169","(515) 314-8330","YES","http://brightlightconstructions.co/","4.9","12","painter","NEW","",""
"Garcia Painting","2800 Commerce Dr, Iowa City, IA 52240, USA","Iowa City","IA","52240","(319) 471-6125","YES","http://www.garcia-painting.com/","5","71","painter","NEW","",""
"Paint EZ of Iowa City","820 S Riverside Dr #1107, Iowa City, IA 52246, USA","Iowa City","IA","52246","(319) 451-6062","YES","https://paintez.com/cedar-rapids/iowa-city-ia/","5","56","painter","NEW","",""
"Henry's Painting & Contracting","2431 Coral Ct #1, Coralville, IA 52241, USA","Coralville","IA","52241","(319) 853-8496","YES","https://www.henryspaintingcontract.com/?utm_source=Google%20my%20business%20page&utm_medium=cpc&utm_term=Business%20listing&utm_campaign=Services","4.4","170","painter","NEW","",""
"Select Construction & Remodeling LLC","309 E 5th St, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 650-0800","YES","https://selectconstructionandremodeling.com/contact-us","5","59","general_contractor","NEW","",""
"Premier Construction Services","3315 Waco Ct, Des Moines, IA 50321, USA","Des Moines","IA","50321","(515) 669-4905","YES","http://www.premierconstructiondm.com/?utm_source=GMBlisting&utm_medium=organic","4.6","123","general_contractor","NEW","",""
"True Construction Services","1955 NE 58th Ave Suite 202, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 642-1747","YES","http://www.trueconstructiondsm.com/","5","56","general_contractor","NEW","",""
"Breiholz Construction","1527 Maine St, Des Moines, IA 50314, USA","Des Moines","IA","50314","(515) 288-6077","YES","http://www.breiholz.com/","5","17","general_contractor","NEW","",""
"The HomeLife Brothers - Remodeling and Construction","1693 NE 54th Ave M, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 954-2247","YES","https://www.thehomelifebrothers.com/","4.9","61","general_contractor","NEW","",""
"Busy Builders","111 S 49th St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(844) 435-9800","YES","https://busybuildersiowa.com/","4.9","48","general_contractor","NEW","",""
"Remodeling Contractors","3051 104th St STE B, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 202-1244","YES","https://remodelingdesmoines.com/","4.7","40","general_contractor","NEW","",""
"Neumann Brothers, Inc.","1435 Ohio St, Des Moines, IA 50314, USA","Des Moines","IA","50314","(515) 243-0156","YES","http://www.neumannbros.com/","4.9","8","general_contractor","NEW","",""
"3 Sons Construction","1124 SW 50th St, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 498-5212","YES","https://www.3sonsc.com/","4.7","89","general_contractor","NEW","",""
"Compelling Homes","5650 NW Johnston Dr A, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 306-5893","YES","https://www.compellinghomes.com/","5","59","general_contractor","NEW","",""
"Koester Construction Company","3050 SE Enterprise Dr, Grimes, IA 50111, USA","Grimes","IA","50111","(515) 986-5500","YES","https://www.koestercon.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-website-link","4.5","24","general_contractor","NEW","",""
